Key,Base,Language,Translation
"sync_qr_code_message","Open your camera and scan this code to access the server.","de","Öffnen Sie Ihre Kamera und scannen Sie diesen Code, um auf den Server zuzugreifen."
"sync_close","Close","de","Schließen"
"sync_server_offline","Server Offline","de","Server Offline"
"sync_server_starting","Starting…","de","Starten…"
"sync_server_online","Server Online","de","Server Online"
"sync_server_error","Error","de","Fehler"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","de","APK-Dateien mit anderen Geräten im selben WLAN-Netzwerk teilen."
"sync_server_mode","Server Mode","de","Server-Modus"
"sync_server_running","Running","de","Läuft"
"sync_server_tap_to_start","Tap to start","de","Zum Starten tippen"
"sync_server_settings","Server Settings","de","Server-Einstellungen"
"sync_port","Port","de","Port"
"sync_require_pin","Require PIN","de","PIN anfordern"
"sync_require_pin_subtitle","Guard transfers with a password","de","Übertragungen mit einem Passwort schützen"
"sync_pin_code","PIN Code","de","PIN-Code"
"sync_active_downloads","Active Downloads","de","Aktive Downloads"
"sync_active_downloads_count","%d downloading","de","%d wird heruntergeladen"
"sync_no_active_downloads","No active downloads","de","Keine aktiven Downloads"
"sync_server_url","Server URL","de","Server-URL"
"sync_active_transfer","Active Transfer","de","Aktive Übertragung"
"sync_active_transfers_count","Active Transfers (%d)","de","Aktive Übertragungen (%d)"
"sync_add_files_to_share","Add Files to Share","de","Dateien zum Teilen hinzufügen"
"sync_shared_files_count","Shared Files (%1$d)","de","Geteilte Dateien (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","de","Schalten Sie den Server ein, um Dateien zu teilen"
"sync_delete_cd","Delete","de","Löschen"
"sync_percentage","%1$d%%","de","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","de","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","de","%1$d Datei(en) hinzugefügt, %2$d nicht unterstützte übersprungen"
"sync_toast_added","Added %1$d file(s) to Sync Folder","de","%1$d Datei(en) zum Sync-Ordner hinzugefügt"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","de","Keine unterstützten Paketdateien ausgewählt (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","de","Fehler beim Kopieren der Dateien"
"file_size_gb","%1$.1f GB","de","%1$.1f GB"
"file_size_mb","%1$.1f MB","de","%1$.1f MB"
"file_size_kb","%1$.0f KB","de","%1$.0f KB"
"file_size_b","%1$d B","de","%1$d B"
"setting_retry_root","Retry Root Probe","de","Root-Probe wiederholen"
"setting_section_interface","Interface","de","Benutzeroberfläche"
"setting_section_security","Security","de","Sicherheit"
"setting_lock_install_title","Lock Installations","de","Installationen sperren"
"setting_lock_install_subtitle","Require biometric to confirm install","de","Biometrie zur Bestätigung der Installation anfordern"
"setting_lock_uninstall_title","Lock Uninstalls","de","Deinstallationen sperren"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","de","Biometrie zur Bestätigung der Deinstallation anfordern"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","de","Auf diesem Gerät ist keine Biometrie oder Gerätesperre eingerichtet."
"setting_section_sync_short","Sync","de","Sync"
"setting_sync_control_panel","Sync Control Panel","de","Sync-Kontrollzentrum"
"setting_section_advanced","Advanced","de","Erweitert"
"setting_vt_api_key_title","VirusTotal API Key","de","VirusTotal-API-Schlüssel"
"setting_vt_api_key_placeholder","Paste API key here…","de","API-Schlüssel hier einfügen…"
"setting_diagnostics_title","Diagnostics","de","Diagnose"
"setting_installer_package_title","Installer Package","de","Installer-Paket"
"backup_settings_title","Backup Settings","de","Backup-Einstellungen"
"backup_output_path","Output Path","de","Ausgabepfad"
"backup_filename_template","Filename Template","de","Dateinamenvorlage"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","de","Tags: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","el","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","el","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","el",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","el","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","el","%d%%"
"apk_info_version_detail","%1$s (%2$d)","el","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","el","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","el","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","el","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","el","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","el","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","el","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","el","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","el","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","el","Universal Installer"
"setting_github_title","GitHub","el","GitHub"
"setting_telegram_title","Telegram","el","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","el","universal-installer.pwhs.app"
"setting_rate_title","Rate App","el","Βαθμολογήστε την εφαρμογή"
"about_creator_subtitle","Pass With High Score","el","Pass With High Score"
"about_license_subtitle","GNU GPL v3","el","GNU GPL v3"
"about_btn_ok","OK","el","ΟΚ"
"installer_mode_shizuku","Shizuku","el","Shizuku"
"installer_mode_root","Root","el","Root"
"tv_sync_screen_title","Send to TV","el","Αποστολή στην τηλεόραση"
"tv_sync_hero_title","Send an app to your TV","el","Στείλτε μια εφαρμογή στην τηλεόρασή σας"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","el","Στην τηλεόραση, ανοίξτε το Universal Installer → Εγκατάσταση και, στη συνέχεια, σαρώστε το QR που εμφανίζεται εκεί."
"tv_sync_btn_scan","Scan TV QR","el","Σάρωση TV QR"
"tv_sync_prompt_scan","Scan the QR on your TV","el","Σαρώστε το QR στην τηλεόρασή σας"
"tv_sync_status_connected","Connected to %1$s","el","Συνδέθηκε σε %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","el","Επιλέξτε APK για αποστολή"
"tv_sync_btn_rescan","Scan a different TV","el","Σάρωση διαφορετικής τηλεόρασης"
"tv_sync_status_sending","Sending…","el","Αποστολή…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","el","Στάλθηκε ✓ — επιβεβαιώστε την εγκατάσταση στην τηλεόρασή σας"
"tv_sync_status_failed","Failed: %1$s","el","Αποτυχία: %1$s"
"sync_storage_permission_title","Storage Permission Required","el","Απαιτείται άδεια αποθηκευτικού χώρου"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","el","Ο διακομιστής συγχρονισμού χρειάζεται πλήρη πρόσβαση στον χώρο αποθήκευσης για κοινή χρήση και διαχείριση αρχείων APK. Παρακαλούμε παραχωρήστε ""Πρόσβαση σε όλα τα αρχεία"" στις Ρυθμίσεις."
"sync_open_settings","Open Settings","el","Άνοιγμα ρυθμίσεων"
"sync_qr_code_title","Scan QR Code","el","Σάρωση κωδικού QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","el","Ανοίξτε την κάμερά σας και σαρώστε αυτόν τον κωδικό για πρόσβαση στον διακομιστή."
"sync_close","Close","el","Κλείσιμο"
"sync_server_offline","Server Offline","el","Διακομιστής εκτός σύνδεσης"
"sync_server_starting","Starting…","el","Εκκίνηση…"
"sync_server_online","Server Online","el","Διακομιστής σε σύνδεση"
"sync_server_error","Error","el","Σφάλμα"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","el","Μοιραστείτε αρχεία APK σε άλλες συσκευές στο ίδιο δίκτυο Wi-Fi."
"sync_server_mode","Server Mode","el","Λειτουργία διακομιστή"
"sync_server_running","Running","el","Σε λειτουργία"
"sync_server_tap_to_start","Tap to start","el","Πατήστε για έναρξη"
"sync_server_settings","Server Settings","el","Ρυθμίσεις διακομιστή"
"sync_port","Port","el","Θύρα"
"sync_require_pin","Require PIN","el","Απαιτείται PIN"
"sync_require_pin_subtitle","Guard transfers with a password","el","Προστατέψτε τις μεταφορές με κωδικό πρόσβασης"
"sync_pin_code","PIN Code","el","Κωδικός PIN"
"sync_active_downloads","Active Downloads","el","Ενεργές λήψεις"
"sync_active_downloads_count","%d downloading","el","%d λήψη"
"sync_no_active_downloads","No active downloads","el","Καμία ενεργή λήψη"
"sync_server_url","Server URL","el","URL διακομιστή"
"sync_active_transfer","Active Transfer","el","Ενεργή μεταφορά"
"sync_active_transfers_count","Active Transfers (%d)","el","Ενεργές μεταφορές (%d)"
"sync_add_files_to_share","Add Files to Share","el","Προσθήκη αρχείων για κοινή χρήση"
"sync_shared_files_count","Shared Files (%1$d)","el","Κοινόχρηστα αρχεία (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","el","Ενεργοποιήστε τον διακομιστή για να ξεκινήσετε την κοινή χρήση αρχείων"
"sync_delete_cd","Delete","el","Διαγραφή"
"sync_percentage","%1$d%%","el","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","el","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","el","Προστέθηκαν %1$d αρχεία, παραλείφθηκαν %2$d μη υποστηριζόμενα"
"sync_toast_added","Added %1$d file(s) to Sync Folder","el","Προστέθηκαν %1$d αρχεία στον Φάκελο Συγχρονισμού"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","el","Δεν επιλέχθηκαν υποστηριζόμενα αρχεία πακέτου (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","el","Αποτυχία αντιγραφής αρχείων"
"file_size_gb","%1$.1f GB","el","%1$.1f GB"
"file_size_mb","%1$.1f MB","el","%1$.1f MB"
"file_size_kb","%1$.0f KB","el","%1$.0f KB"
"file_size_b","%1$d B","el","%1$d B"
"setting_retry_root","Retry Root Probe","el","Επανάληψη δοκιμής Root"
"setting_section_interface","Interface","el","Διεπαφή"
"setting_section_security","Security","el","Ασφάλεια"
"setting_lock_install_title","Lock Installations","el","Κλείδωμα εγκαταστάσεων"
"setting_lock_install_subtitle","Require biometric to confirm install","el","Απαιτείται βιομετρική επιβεβαίωση για εγκατάσταση"
"setting_lock_uninstall_title","Lock Uninstalls","el","Κλείδωμα απεγκαταστάσεων"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","el","Απαιτείται βιομετρική επιβεβαίωση για απεγκατάσταση"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","el","Δεν έχει ρυθμιστεί βιομετρικό κλείδωμα ή κλείδωμα συσκευής σε αυτήν τη συσκευή."
"setting_section_sync_short","Sync","el","Συγχρονισμός"
"setting_sync_control_panel","Sync Control Panel","el","Πίνακας ελέγχου συγχρονισμού"
"setting_section_advanced","Advanced","el","Για προχωρημένους"
"setting_vt_api_key_title","VirusTotal API Key","el","Κλειδί API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","el","Επικολλήστε το κλειδί API εδώ…"
"setting_diagnostics_title","Diagnostics","el","Διαγνωστικά"
"setting_installer_package_title","Installer Package","el","Πακέτο εγκατάστασης"
"backup_settings_title","Backup Settings","el","Ρυθμίσεις αντιγράφων ασφαλείας"
"backup_output_path","Output Path","el","Διαδρομή εξόδου"
"backup_filename_template","Filename Template","el","Πρότυπο ονόματος αρχείου"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","el","Ετικέτες: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","es","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","es","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","es",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","es","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","es","%d%%"
"apk_info_version_detail","%1$s (%2$d)","es","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","es","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","es","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","es","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","es","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","es","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","es","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","es","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","es","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","es","Universal Installer"
"setting_github_title","GitHub","es","GitHub"
"setting_telegram_title","Telegram","es","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","es","universal-installer.pwhs.app"
"setting_rate_title","Rate App","es","Calificar aplicación"
"about_creator_subtitle","Pass With High Score","es","Pass With High Score"
"about_license_subtitle","GNU GPL v3","es","GNU GPL v3"
"about_btn_ok","OK","es","Aceptar"
"installer_mode_shizuku","Shizuku","es","Shizuku"
"installer_mode_root","Root","es","Root"
"tv_sync_screen_title","Send to TV","es","Enviar al TV"
"tv_sync_hero_title","Send an app to your TV","es","Enviar una aplicación a su TV"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","es","En el TV, abra Universal Installer → Instalar y, a continuación, escanee el código QR que se muestra allí."
"tv_sync_btn_scan","Scan TV QR","es","Escanear QR de TV"
"tv_sync_prompt_scan","Scan the QR on your TV","es","Escanee el QR en su TV"
"tv_sync_status_connected","Connected to %1$s","es","Conectado a %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","es","Elegir APK para enviar"
"tv_sync_btn_rescan","Scan a different TV","es","Escanear un TV diferente"
"tv_sync_status_sending","Sending…","es","Enviando…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","es","Enviado ✓ — confirme la instalación en su TV"
"tv_sync_status_failed","Failed: %1$s","es","Error: %1$s"
"sync_storage_permission_title","Storage Permission Required","es","Se requiere permiso de almacenamiento"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","es","El servidor de sincronización necesita acceso completo al almacenamiento para compartir y administrar archivos APK. Conceda ""Acceso a todos los archivos"" en Ajustes."
"sync_open_settings","Open Settings","es","Abrir Ajustes"
"sync_qr_code_title","Scan QR Code","es","Escanear código QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","es","Abra su cámara y escanee este código para acceder al servidor."
"sync_close","Close","es","Cerrar"
"sync_server_offline","Server Offline","es","Servidor sin conexión"
"sync_server_starting","Starting…","es","Iniciando…"
"sync_server_online","Server Online","es","Servidor en línea"
"sync_server_error","Error","es","Error"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","es","Compartir archivos APK con otros dispositivos en la misma red Wi-Fi."
"sync_server_mode","Server Mode","es","Modo servidor"
"sync_server_running","Running","es","En ejecución"
"sync_server_tap_to_start","Tap to start","es","Tocar para iniciar"
"sync_server_settings","Server Settings","es","Ajustes del servidor"
"sync_port","Port","es","Puerto"
"sync_require_pin","Require PIN","es","Requerir PIN"
"sync_require_pin_subtitle","Guard transfers with a password","es","Proteger las transferencias con una contraseña"
"sync_pin_code","PIN Code","es","Código PIN"
"sync_active_downloads","Active Downloads","es","Descargas activas"
"sync_active_downloads_count","%d downloading","es","%d descargando"
"sync_no_active_downloads","No active downloads","es","No hay descargas activas"
"sync_server_url","Server URL","es","URL del servidor"
"sync_active_transfer","Active Transfer","es","Transferencia activa"
"sync_active_transfers_count","Active Transfers (%d)","es","Transferencias activas (%d)"
"sync_add_files_to_share","Add Files to Share","es","Añadir archivos para compartir"
"sync_shared_files_count","Shared Files (%1$d)","es","Archivos compartidos (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","es","Encienda el servidor para empezar a compartir archivos"
"sync_delete_cd","Delete","es","Eliminar"
"sync_percentage","%1$d%%","es","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","es","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","es","Se han añadido %1$d archivo(s), se han omitido %2$d no compatibles"
"sync_toast_added","Added %1$d file(s) to Sync Folder","es","Se han añadido %1$d archivo(s) a la carpeta de sincronización"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","es","No se seleccionaron archivos de paquete compatibles (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","es","No se pudieron copiar los archivos"
"file_size_gb","%1$.1f GB","es","%1$.1f GB"
"file_size_mb","%1$.1f MB","es","%1$.1f MB"
"file_size_kb","%1$.0f KB","es","%1$.0f KB"
"file_size_b","%1$d B","es","%1$d B"
"setting_retry_root","Retry Root Probe","es","Reintentar prueba de Root"
"setting_section_interface","Interface","es","Interfaz"
"setting_section_security","Security","es","Seguridad"
"setting_lock_install_title","Lock Installations","es","Bloquear instalaciones"
"setting_lock_install_subtitle","Require biometric to confirm install","es","Requerir datos biométricos para confirmar la instalación"
"setting_lock_uninstall_title","Lock Uninstalls","es","Bloquear desinstalaciones"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","es","Requerir datos biométricos para confirmar la desinstalación"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","es","No se ha configurado ningún bloqueo biométrico o de dispositivo en este dispositivo."
