Key,Base,Language,Translation
"setting_about_app_name","Universal Installer","es","Universal Installer"
"setting_github_title","GitHub","es","GitHub"
"setting_telegram_title","Telegram","es","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","es","universal-installer.pwhs.app"
"setting_rate_title","Rate App","es","Calificar aplicación"
"about_creator_subtitle","Pass With High Score","es","Pass With High Score"
"about_license_subtitle","GNU GPL v3","es","GNU GPL v3"
"about_btn_ok","OK","es","Aceptar"
"installer_mode_shizuku","Shizuku","es","Shizuku"
"installer_mode_root","Root","es","Root"
"tv_sync_screen_title","Send to TV","es","Enviar al TV"
"tv_sync_hero_title","Send an app to your TV","es","Enviar una aplicación a su TV"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","es","En el TV, abra Universal Installer → Instalar y, a continuación, escanee el código QR que se muestra allí."
"tv_sync_btn_scan","Scan TV QR","es","Escanear QR de TV"
"tv_sync_prompt_scan","Scan the QR on your TV","es","Escanee el QR en su TV"
"tv_sync_status_connected","Connected to %1$s","es","Conectado a %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","es","Elegir APK para enviar"
"tv_sync_btn_rescan","Scan a different TV","es","Escanear un TV diferente"
"tv_sync_status_sending","Sending…","es","Enviando…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","es","Enviado ✓ — confirme la instalación en su TV"
"tv_sync_status_failed","Failed: %1$s","es","Error: %1$s"
"sync_storage_permission_title","Storage Permission Required","es","Se requiere permiso de almacenamiento"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","es","El servidor de sincronización necesita acceso completo al almacenamiento para compartir y administrar archivos APK. Conceda ""Acceso a todos los archivos"" en Ajustes."
"sync_open_settings","Open Settings","es","Abrir Ajustes"
"sync_qr_code_title","Scan QR Code","es","Escanear código QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","es","Abra su cámara y escanee este código para acceder al servidor."
"sync_close","Close","es","Cerrar"
"sync_server_offline","Server Offline","es","Servidor sin conexión"
"sync_server_starting","Starting…","es","Iniciando…"
"sync_server_online","Server Online","es","Servidor en línea"
"sync_server_error","Error","es","Error"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","es","Compartir archivos APK con otros dispositivos en la misma red Wi-Fi."
"sync_server_mode","Server Mode","es","Modo servidor"
"sync_server_running","Running","es","En ejecución"
"sync_server_tap_to_start","Tap to start","es","Tocar para iniciar"
"sync_server_settings","Server Settings","es","Ajustes del servidor"
"sync_port","Port","es","Puerto"
"sync_require_pin","Require PIN","es","Requerir PIN"
"sync_require_pin_subtitle","Guard transfers with a password","es","Proteger las transferencias con una contraseña"
"sync_pin_code","PIN Code","es","Código PIN"
"sync_active_downloads","Active Downloads","es","Descargas activas"
"sync_active_downloads_count","%d downloading","es","%d descargando"
"sync_no_active_downloads","No active downloads","es","No hay descargas activas"
"sync_server_url","Server URL","es","URL del servidor"
"sync_active_transfer","Active Transfer","es","Transferencia activa"
"sync_active_transfers_count","Active Transfers (%d)","es","Transferencias activas (%d)"
"sync_add_files_to_share","Add Files to Share","es","Añadir archivos para compartir"
"sync_shared_files_count","Shared Files (%1$d)","es","Archivos compartidos (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","es","Encienda el servidor para empezar a compartir archivos"
"sync_delete_cd","Delete","es","Eliminar"
"sync_percentage","%1$d%%","es","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","es","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","es","Se han añadido %1$d archivo(s), se han omitido %2$d no compatibles"
"sync_toast_added","Added %1$d file(s) to Sync Folder","es","Se han añadido %1$d archivo(s) a la carpeta de sincronización"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","es","No se seleccionaron archivos de paquete compatibles (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","es","No se pudieron copiar los archivos"
"file_size_gb","%1$.1f GB","es","%1$.1f GB"
"file_size_mb","%1$.1f MB","es","%1$.1f MB"
"file_size_kb","%1$.0f KB","es","%1$.0f KB"
"file_size_b","%1$d B","es","%1$d B"
"setting_retry_root","Retry Root Probe","es","Reintentar prueba de Root"
"setting_section_interface","Interface","es","Interfaz"
"setting_section_security","Security","es","Seguridad"
"setting_lock_install_title","Lock Installations","es","Bloquear instalaciones"
"setting_lock_install_subtitle","Require biometric to confirm install","es","Requerir datos biométricos para confirmar la instalación"
"setting_lock_uninstall_title","Lock Uninstalls","es","Bloquear desinstalaciones"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","es","Requerir datos biométricos para confirmar la desinstalación"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","es","No se ha configurado ningún bloqueo biométrico o de dispositivo en este dispositivo."
"setting_section_sync_short","Sync","es","Sincronizar"
"setting_sync_control_panel","Sync Control Panel","es","Panel de control de sincronización"
"setting_section_advanced","Advanced","es","Avanzado"
"setting_vt_api_key_title","VirusTotal API Key","es","Clave API de VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","es","Pegue la clave API aquí…"
"setting_diagnostics_title","Diagnostics","es","Diagnóstico"
"setting_installer_package_title","Installer Package","es","Paquete de instalación"
"backup_settings_title","Backup Settings","es","Ajustes de copia de seguridad"
"backup_output_path","Output Path","es","Ruta de salida"
"backup_filename_template","Filename Template","es","Plantilla de nombre de archivo"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","es","Etiquetas: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","fr","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","fr","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","fr",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","fr","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","fr","%d%%"
"apk_info_version_detail","%1$s (%2$d)","fr","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","fr","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","fr","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","fr","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","fr","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","fr","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","fr","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","fr","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","fr","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","fr","Universal Installer"
"setting_github_title","GitHub","fr","GitHub"
"setting_telegram_title","Telegram","fr","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","fr","universal-installer.pwhs.app"
"setting_rate_title","Rate App","fr","Évaluer l'application"
"about_creator_subtitle","Pass With High Score","fr","Pass With High Score"
"about_license_subtitle","GNU GPL v3","fr","GNU GPL v3"
"about_btn_ok","OK","fr","OK"
"installer_mode_shizuku","Shizuku","fr","Shizuku"
"installer_mode_root","Root","fr","Root"
"tv_sync_screen_title","Send to TV","fr","Envoyer vers la TV"
"tv_sync_hero_title","Send an app to your TV","fr","Envoyer une application sur votre TV"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","fr","Sur la TV, ouvrez Universal Installer → Installer, puis scannez le code QR qui s'y affiche."
"tv_sync_btn_scan","Scan TV QR","fr","Scanner le code QR TV"
"tv_sync_prompt_scan","Scan the QR on your TV","fr","Scannez le code QR sur votre TV"
"tv_sync_status_connected","Connected to %1$s","fr","Connecté à %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","fr","Choisir l'APK à envoyer"
"tv_sync_btn_rescan","Scan a different TV","fr","Scanner une autre TV"
"tv_sync_status_sending","Sending…","fr","Envoi…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","fr","Envoyé ✓ — confirmez l'installation sur votre TV"
"tv_sync_status_failed","Failed: %1$s","fr","Échec: %1$s"
"sync_storage_permission_title","Storage Permission Required","fr","Autorisation de stockage requise"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \"All files access\" in Settings.","fr","Le serveur de synchronisation a besoin d'un accès complet au stockage pour partager et gérer les fichiers APK. Veuillez accorder \"Accès à tous les fichiers\" dans les paramètres."
"sync_open_settings","Open Settings","fr","Ouvrir les paramètres"
"sync_qr_code_title","Scan QR Code","fr","Scanner le code QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","fr","Ouvrez votre appareil photo et scannez ce code pour accéder au serveur."
"sync_close","Close","fr","Fermer"
"sync_server_offline","Server Offline","fr","Serveur hors ligne"
"sync_server_starting","Starting…","fr","Démarrage…"
"sync_server_online","Server Online","fr","Serveur en ligne"
"sync_server_error","Error","fr","Erreur"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","fr","Partager des fichiers APK avec d'autres appareils sur le même réseau Wi-Fi."
"sync_server_mode","Server Mode","fr","Mode serveur"
"sync_server_running","Running","fr","En cours d'exécution"
"sync_server_tap_to_start","Tap to start","fr","Appuyez pour démarrer"
"sync_server_settings","Server Settings","fr","Paramètres du serveur"
"sync_port","Port","fr","Port"
"sync_require_pin","Require PIN","fr","Nécessite un code PIN"
"sync_require_pin_subtitle","Guard transfers with a password","fr","Protéger les transferts avec un mot de passe"
"sync_pin_code","PIN Code","fr","Code PIN"
"sync_active_downloads","Active Downloads","fr","Téléchargements actifs"
"sync_active_downloads_count","%d downloading","fr","%d en cours de téléchargement"
"sync_no_active_downloads","No active downloads","fr","Aucun téléchargement actif"
"sync_server_url","Server URL","fr","URL du serveur"
"sync_active_transfer","Active Transfer","fr","Transfert actif"
"sync_active_transfers_count","Active Transfers (%d)","fr","Transferts actifs (%d)"
"sync_add_files_to_share","Add Files to Share","fr","Ajouter des fichiers à partager"
"sync_shared_files_count","Shared Files (%1$d)","fr","Fichiers partagés (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","fr","Activez le serveur pour commencer à partager des fichiers"
"sync_delete_cd","Delete","fr","Supprimer"
"sync_percentage","%1$d%%","fr","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","fr","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","fr","%1$d fichier(s) ajouté(s), %2$d non pris en charge ignoré(s)"
"sync_toast_added","Added %1$d file(s) to Sync Folder","fr","%1$d fichier(s) ajouté(s) au dossier de synchronisation"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","fr","Aucun fichier de package pris en charge sélectionné (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","fr","Échec de la copie des fichiers"
"file_size_gb","%1$.1f GB","fr","%1$.1f Go"
"file_size_mb","%1$.1f MB","fr","%1$.1f Mo"
"file_size_kb","%1$.0f KB","fr","%1$.0f Ko"
"file_size_b","%1$d B","fr","%1$d o"
"setting_retry_root","Retry Root Probe","fr","Réessayer la sonde Root"
"setting_section_interface","Interface","fr","Interface"
"setting_section_security","Security","fr","Sécurité"
"setting_lock_install_title","Lock Installations","fr","Verrouiller les installations"
"setting_lock_install_subtitle","Require biometric to confirm install","fr","Nécessite des données biométriques pour confirmer l'installation"
"setting_lock_uninstall_title","Lock Uninstalls","fr","Verrouiller les désinstallations"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","fr","Nécessite des données biométriques pour confirmer la désinstallation"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","fr","Aucun verrouillage biométrique ou de l'appareil configuré sur cet appareil."
"setting_section_sync_short","Sync","fr","Synchroniser"
"setting_sync_control_panel","Sync Control Panel","fr","Panneau de configuration de la synchronisation"
"setting_section_advanced","Advanced","fr","Avancé"
"setting_vt_api_key_title","VirusTotal API Key","fr","Clé API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","fr","Collez la clé API ici…"
"setting_diagnostics_title","Diagnostics","fr","Diagnostics"
"setting_installer_package_title","Installer Package","fr","Package d'installation"
"backup_settings_title","Backup Settings","fr","Paramètres de sauvegarde"
"backup_output_path","Output Path","fr","Chemin de sortie"
"backup_filename_template","Filename Template","fr","Modèle de nom de fichier"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","fr","Tags: {name}, {pkg}, {version}, {code}"
