Key,Base,Language,Translation
"setting_section_sync_short","Sync","tr","Senkronizasyon"
"setting_sync_control_panel","Sync Control Panel","tr","Senkronizasyon Kontrol Paneli"
"setting_section_advanced","Advanced","tr","Gelişmiş"
"setting_vt_api_key_title","VirusTotal API Key","tr","VirusTotal API Anahtarı"
"setting_vt_api_key_placeholder","Paste API key here…","tr","API anahtarını buraya yapıştırın…"
"setting_diagnostics_title","Diagnostics","tr","Teşhis"
"setting_installer_package_title","Installer Package","tr","Yükleyici Paketi"
"backup_settings_title","Backup Settings","tr","Yedekleme Ayarları"
"backup_output_path","Output Path","tr","Çıktı Yolu"
"backup_filename_template","Filename Template","tr","Dosya Adı Şablonu"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","tr","Etiketler: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","uk","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","uk","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","uk",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","uk","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","uk","%d%%"
"apk_info_version_detail","%1$s (%2$d)","uk","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","uk","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","uk","Google Play Маркет"
"setting_shizuku_installer_preset_aurora","Aurora Store","uk","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","uk","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","uk","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","uk","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","uk","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","uk","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","uk","Universal Installer"
"setting_github_title","GitHub","uk","GitHub"
"setting_telegram_title","Telegram","uk","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","uk","universal-installer.pwhs.app"
"setting_rate_title","Rate App","uk","Оцінити додаток"
"about_creator_subtitle","Pass With High Score","uk","Pass With High Score"
"about_license_subtitle","GNU GPL v3","uk","GNU GPL v3"
"about_btn_ok","OK","uk","ОК"
"installer_mode_shizuku","Shizuku","uk","Shizuku"
"installer_mode_root","Root","uk","Root"
"tv_sync_screen_title","Send to TV","uk","Надіслати на ТБ"
"tv_sync_hero_title","Send an app to your TV","uk","Надіслати додаток на ваш ТБ"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","uk","На ТБ відкрийте Universal Installer → Встановити, потім відскануйте показаний там QR-код."
"tv_sync_btn_scan","Scan TV QR","uk","Сканувати QR-код ТБ"
"tv_sync_prompt_scan","Scan the QR on your TV","uk","Відскануйте QR-код на вашому ТБ"
"tv_sync_status_connected","Connected to %1$s","uk","Підключено до %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","uk","Виберіть APK для надсилання"
"tv_sync_btn_rescan","Scan a different TV","uk","Сканувати інший ТБ"
"tv_sync_status_sending","Sending…","uk","Надсилання…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","uk","Надіслано ✓ — підтвердьте встановлення на ТБ"
"tv_sync_status_failed","Failed: %1$s","uk","Помилка: %1$s"
"sync_storage_permission_title","Storage Permission Required","uk","Потрібен дозвіл на пам'ять"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","uk","Серверу синхронізації потрібен повний доступ до пам'яті для обміну та керування файлами APK. Будь ласка, надайте ""Доступ до всіх файлів"" у Налаштуваннях."
"sync_open_settings","Open Settings","uk","Відкрити налаштування"
"sync_qr_code_title","Scan QR Code","uk","Сканувати QR-код"
"sync_qr_code_message","Open your camera and scan this code to access the server.","uk","Відкрийте камеру та відскануйте цей код, щоб отримати доступ до сервера."
"sync_close","Close","uk","Закрити"
"sync_server_offline","Server Offline","uk","Сервер офлайн"
"sync_server_starting","Starting…","uk","Запуск…"
"sync_server_online","Server Online","uk","Сервер онлайн"
"sync_server_error","Error","uk","Помилка"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","uk","Діліться файлами APK з іншими пристроями в тій самій мережі Wi-Fi."
"sync_server_mode","Server Mode","uk","Режим сервера"
"sync_server_running","Running","uk","Працює"
"sync_server_tap_to_start","Tap to start","uk","Торкніться, щоб почати"
"sync_server_settings","Server Settings","uk","Налаштування сервера"
"sync_port","Port","uk","Порт"
"sync_require_pin","Require PIN","uk","Вимагати PIN"
"sync_require_pin_subtitle","Guard transfers with a password","uk","Захистити передачу паролем"
"sync_pin_code","PIN Code","uk","PIN-код"
"sync_active_downloads","Active Downloads","uk","Активні завантаження"
"sync_active_downloads_count","%d downloading","uk","Завантажується %d"
"sync_no_active_downloads","No active downloads","uk","Немає активних завантажень"
"sync_server_url","Server URL","uk","URL-адреса сервера"
"sync_active_transfer","Active Transfer","uk","Активна передача"
"sync_active_transfers_count","Active Transfers (%d)","uk","Активні передачі (%d)"
"sync_add_files_to_share","Add Files to Share","uk","Додати файли для обміну"
"sync_shared_files_count","Shared Files (%1$d)","uk","Спільні файли (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","uk","Увімкніть сервер, щоб почати ділитися файлами"
"sync_delete_cd","Delete","uk","Видалити"
"sync_percentage","%1$d%%","uk","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","uk","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","uk","Додано %1$d файл(ів), пропущено %2$d непідтримуваних"
"sync_toast_added","Added %1$d file(s) to Sync Folder","uk","Додано %1$d файл(ів) до папки синхронізації"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","uk","Не вибрано жодного підтримуваного файлу пакета (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","uk","Не вдалося скопіювати файли"
"file_size_gb","%1$.1f GB","uk","%1$.1f ГБ"
"file_size_mb","%1$.1f MB","uk","%1$.1f МБ"
"file_size_kb","%1$.0f KB","uk","%1$.0f КБ"
"file_size_b","%1$d B","uk","%1$d Б"
"setting_retry_root","Retry Root Probe","uk","Повторити перевірку Root"
"setting_section_interface","Interface","uk","Інтерфейс"
"setting_section_security","Security","uk","Безпека"
"setting_lock_install_title","Lock Installations","uk","Блокувати встановлення"
"setting_lock_install_subtitle","Require biometric to confirm install","uk","Вимагати біометрію для підтвердження встановлення"
"setting_lock_uninstall_title","Lock Uninstalls","uk","Блокувати видалення"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","uk","Вимагати біометрію для підтвердження видалення"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","uk","На цьому пристрої не налаштовано біометрію або блокування."
"setting_section_sync_short","Sync","uk","Синхронізація"
"setting_sync_control_panel","Sync Control Panel","uk","Панель керування синхронізацією"
"setting_section_advanced","Advanced","uk","Розширені"
"setting_vt_api_key_title","VirusTotal API Key","uk","API-ключ VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","uk","Вставте API-ключ тут…"
"setting_diagnostics_title","Diagnostics","uk","Діагностика"
"setting_installer_package_title","Installer Package","uk","Пакет встановлювача"
"backup_settings_title","Backup Settings","uk","Налаштування резервного копіювання"
"backup_output_path","Output Path","uk","Шлях виводу"
"backup_filename_template","Filename Template","uk","Шаблон імені файлу"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","uk","Теги: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","vi","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","vi","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","vi",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","vi","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","vi","%d%%"
"apk_info_version_detail","%1$s (%2$d)","vi","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","vi","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","vi","Cửa hàng Google Play"
"setting_shizuku_installer_preset_aurora","Aurora Store","vi","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","vi","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","vi","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","vi","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","vi","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","vi","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","vi","Universal Installer"
"setting_github_title","GitHub","vi","GitHub"
"setting_telegram_title","Telegram","vi","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","vi","universal-installer.pwhs.app"
"setting_rate_title","Rate App","vi","Đánh giá ứng dụng"
"about_creator_subtitle","Pass With High Score","vi","Pass With High Score"
"about_license_subtitle","GNU GPL v3","vi","GNU GPL v3"
"about_btn_ok","OK","vi","OK"
"installer_mode_shizuku","Shizuku","vi","Shizuku"
"installer_mode_root","Root","vi","Root"
"tv_sync_screen_title","Send to TV","vi","Gửi tới TV"
"tv_sync_hero_title","Send an app to your TV","vi","Gửi ứng dụng tới TV của bạn"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","vi","Trên TV, mở Universal Installer → Cài đặt, sau đó quét mã QR hiển thị ở đó."
"tv_sync_btn_scan","Scan TV QR","vi","Quét mã QR trên TV"
"tv_sync_prompt_scan","Scan the QR on your TV","vi","Quét mã QR trên TV của bạn"
