Key,Base,Language,Translation
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","ko",""
"tv_sync_status_failed","Failed: %1$s","ko",""
"sync_storage_permission_title","Storage Permission Required","ko",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","ko",""
"sync_open_settings","Open Settings","ko",""
"sync_qr_code_title","Scan QR Code","ko",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","ko",""
"sync_close","Close","ko",""
"sync_server_offline","Server Offline","ko",""
"sync_server_starting","Starting…","ko",""
"sync_server_online","Server Online","ko",""
"sync_server_error","Error","ko",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","ko",""
"sync_server_mode","Server Mode","ko",""
"sync_server_running","Running","ko",""
"sync_server_tap_to_start","Tap to start","ko",""
"sync_server_settings","Server Settings","ko",""
"sync_port","Port","ko",""
"sync_require_pin","Require PIN","ko",""
"sync_require_pin_subtitle","Guard transfers with a password","ko",""
"sync_pin_code","PIN Code","ko",""
"sync_active_downloads","Active Downloads","ko",""
"sync_active_downloads_count","%d downloading","ko",""
"sync_no_active_downloads","No active downloads","ko",""
"sync_server_url","Server URL","ko",""
"sync_active_transfer","Active Transfer","ko",""
"sync_active_transfers_count","Active Transfers (%d)","ko",""
"sync_add_files_to_share","Add Files to Share","ko",""
"sync_shared_files_count","Shared Files (%1$d)","ko",""
"sync_empty_state_message","Turn on the server to start sharing files","ko",""
"sync_delete_cd","Delete","ko",""
"sync_percentage","%1$d%%","ko",""
"sync_transfer_progress","%1$s / %2$s","ko",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","ko",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","ko",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","ko",""
"sync_toast_failed","Failed to copy files","ko",""
"file_size_gb","%1$.1f GB","ko",""
"file_size_mb","%1$.1f MB","ko",""
"file_size_kb","%1$.0f KB","ko",""
"file_size_b","%1$d B","ko",""
"setting_retry_root","Retry Root Probe","ko",""
"setting_section_interface","Interface","ko",""
"setting_section_security","Security","ko",""
"setting_lock_install_title","Lock Installations","ko",""
"setting_lock_install_subtitle","Require biometric to confirm install","ko",""
"setting_lock_uninstall_title","Lock Uninstalls","ko",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","ko",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","ko",""
"setting_section_sync_short","Sync","ko",""
"setting_sync_control_panel","Sync Control Panel","ko",""
"setting_section_advanced","Advanced","ko",""
"setting_vt_api_key_title","VirusTotal API Key","ko",""
"setting_vt_api_key_placeholder","Paste API key here…","ko",""
"setting_diagnostics_title","Diagnostics","ko",""
"setting_installer_package_title","Installer Package","ko",""
"backup_settings_title","Backup Settings","ko",""
"backup_output_path","Output Path","ko",""
"backup_filename_template","Filename Template","ko",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","ko",""
"app_name","Universal Installer","pt-rBR",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","pt-rBR",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","pt-rBR",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","pt-rBR",""
"obb_notif_running_text","%d%%","pt-rBR",""
"apk_info_version_detail","%1$s (%2$d)","pt-rBR",""
"uninstall_current_sort_summary","%1$s %2$s","pt-rBR",""
"setting_shizuku_installer_preset_play","Google Play Store","pt-rBR",""
"setting_shizuku_installer_preset_aurora","Aurora Store","pt-rBR",""
"setting_shizuku_installer_preset_fdroid","F-Droid","pt-rBR",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","pt-rBR",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","pt-rBR",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","pt-rBR",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","pt-rBR",""
"setting_about_app_name","Universal Installer","pt-rBR",""
"setting_github_title","GitHub","pt-rBR",""
"setting_telegram_title","Telegram","pt-rBR",""
"setting_website_subtitle","universal-installer.pwhs.app","pt-rBR",""
"setting_rate_title","Rate App","pt-rBR",""
"about_creator_subtitle","Pass With High Score","pt-rBR",""
"about_license_subtitle","GNU GPL v3","pt-rBR",""
"about_btn_ok","OK","pt-rBR",""
"installer_mode_shizuku","Shizuku","pt-rBR",""
"installer_mode_root","Root","pt-rBR",""
"tv_sync_screen_title","Send to TV","pt-rBR",""
"tv_sync_hero_title","Send an app to your TV","pt-rBR",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","pt-rBR",""
"tv_sync_btn_scan","Scan TV QR","pt-rBR",""
"tv_sync_prompt_scan","Scan the QR on your TV","pt-rBR",""
"tv_sync_status_connected","Connected to %1$s","pt-rBR",""
"tv_sync_btn_choose_apk","Choose APK to send","pt-rBR",""
"tv_sync_btn_rescan","Scan a different TV","pt-rBR",""
"tv_sync_status_sending","Sending…","pt-rBR",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","pt-rBR",""
"tv_sync_status_failed","Failed: %1$s","pt-rBR",""
"sync_storage_permission_title","Storage Permission Required","pt-rBR",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","pt-rBR",""
"sync_open_settings","Open Settings","pt-rBR",""
"sync_qr_code_title","Scan QR Code","pt-rBR",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","pt-rBR",""
"sync_close","Close","pt-rBR",""
"sync_server_offline","Server Offline","pt-rBR",""
"sync_server_starting","Starting…","pt-rBR",""
"sync_server_online","Server Online","pt-rBR",""
"sync_server_error","Error","pt-rBR",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","pt-rBR",""
"sync_server_mode","Server Mode","pt-rBR",""
"sync_server_running","Running","pt-rBR",""
"sync_server_tap_to_start","Tap to start","pt-rBR",""
"sync_server_settings","Server Settings","pt-rBR",""
"sync_port","Port","pt-rBR",""
"sync_require_pin","Require PIN","pt-rBR",""
"sync_require_pin_subtitle","Guard transfers with a password","pt-rBR",""
"sync_pin_code","PIN Code","pt-rBR",""
"sync_active_downloads","Active Downloads","pt-rBR",""
"sync_active_downloads_count","%d downloading","pt-rBR",""
"sync_no_active_downloads","No active downloads","pt-rBR",""
"sync_server_url","Server URL","pt-rBR",""
"sync_active_transfer","Active Transfer","pt-rBR",""
"sync_active_transfers_count","Active Transfers (%d)","pt-rBR",""
"sync_add_files_to_share","Add Files to Share","pt-rBR",""
"sync_shared_files_count","Shared Files (%1$d)","pt-rBR",""
"sync_empty_state_message","Turn on the server to start sharing files","pt-rBR",""
"sync_delete_cd","Delete","pt-rBR",""
"sync_percentage","%1$d%%","pt-rBR",""
"sync_transfer_progress","%1$s / %2$s","pt-rBR",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","pt-rBR",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","pt-rBR",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","pt-rBR",""
"sync_toast_failed","Failed to copy files","pt-rBR",""
