Key,Base,Language,Translation
"sync_qr_code_message","Open your camera and scan this code to access the server.","de","Öffnen Sie Ihre Kamera und scannen Sie diesen Code, um auf den Server zuzugreifen."
"sync_close","Close","de","Schließen"
"sync_server_offline","Server Offline","de","Server Offline"
"sync_server_starting","Starting…","de","Starten…"
"sync_server_online","Server Online","de","Server Online"
"sync_server_error","Error","de","Fehler"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","de","APK-Dateien mit anderen Geräten im selben WLAN-Netzwerk teilen."
"sync_server_mode","Server Mode","de","Server-Modus"
"sync_server_running","Running","de","Läuft"
"sync_server_tap_to_start","Tap to start","de","Zum Starten tippen"
"sync_server_settings","Server Settings","de","Server-Einstellungen"
"sync_port","Port","de","Port"
"sync_require_pin","Require PIN","de","PIN anfordern"
"sync_require_pin_subtitle","Guard transfers with a password","de","Übertragungen mit einem Passwort schützen"
"sync_pin_code","PIN Code","de","PIN-Code"
"sync_active_downloads","Active Downloads","de","Aktive Downloads"
"sync_active_downloads_count","%d downloading","de","%d wird heruntergeladen"
"sync_no_active_downloads","No active downloads","de","Keine aktiven Downloads"
"sync_server_url","Server URL","de","Server-URL"
"sync_active_transfer","Active Transfer","de","Aktive Übertragung"
"sync_active_transfers_count","Active Transfers (%d)","de","Aktive Übertragungen (%d)"
"sync_add_files_to_share","Add Files to Share","de","Dateien zum Teilen hinzufügen"
"sync_shared_files_count","Shared Files (%1$d)","de","Geteilte Dateien (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","de","Schalten Sie den Server ein, um Dateien zu teilen"
"sync_delete_cd","Delete","de","Löschen"
"sync_percentage","%1$d%%","de","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","de","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","de","%1$d Datei(en) hinzugefügt, %2$d nicht unterstützte übersprungen"
"sync_toast_added","Added %1$d file(s) to Sync Folder","de","%1$d Datei(en) zum Sync-Ordner hinzugefügt"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","de","Keine unterstützten Paketdateien ausgewählt (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","de","Fehler beim Kopieren der Dateien"
"file_size_gb","%1$.1f GB","de","%1$.1f GB"
"file_size_mb","%1$.1f MB","de","%1$.1f MB"
"file_size_kb","%1$.0f KB","de","%1$.0f KB"
"file_size_b","%1$d B","de","%1$d B"
"setting_retry_root","Retry Root Probe","de","Root-Probe wiederholen"
"setting_section_interface","Interface","de","Benutzeroberfläche"
"setting_section_security","Security","de","Sicherheit"
"setting_lock_install_title","Lock Installations","de","Installationen sperren"
"setting_lock_install_subtitle","Require biometric to confirm install","de","Biometrie zur Bestätigung der Installation anfordern"
"setting_lock_uninstall_title","Lock Uninstalls","de","Deinstallationen sperren"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","de","Biometrie zur Bestätigung der Deinstallation anfordern"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","de","Auf diesem Gerät ist keine Biometrie oder Gerätesperre eingerichtet."
"setting_section_sync_short","Sync","de","Sync"
"setting_sync_control_panel","Sync Control Panel","de","Sync-Kontrollzentrum"
"setting_section_advanced","Advanced","de","Erweitert"
"setting_vt_api_key_title","VirusTotal API Key","de","VirusTotal-API-Schlüssel"
"setting_vt_api_key_placeholder","Paste API key here…","de","API-Schlüssel hier einfügen…"
"setting_diagnostics_title","Diagnostics","de","Diagnose"
"setting_installer_package_title","Installer Package","de","Installer-Paket"
"backup_settings_title","Backup Settings","de","Backup-Einstellungen"
"backup_output_path","Output Path","de","Ausgabepfad"
"backup_filename_template","Filename Template","de","Dateinamenvorlage"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","de","Tags: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","el","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","el","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","el",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","el","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","el","%d%%"
"apk_info_version_detail","%1$s (%2$d)","el","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","el","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","el","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","el","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","el","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","el","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","el","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","el","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","el","Xiaomi GetApps"
