Key,Base,Language,Translation
"setting_biometric_unavailable","No biometric or device lock set up on this device.","fr",""
"setting_section_sync_short","Sync","fr",""
"setting_sync_control_panel","Sync Control Panel","fr",""
"setting_section_advanced","Advanced","fr",""
"setting_vt_api_key_title","VirusTotal API Key","fr",""
"setting_vt_api_key_placeholder","Paste API key here…","fr",""
"setting_diagnostics_title","Diagnostics","fr",""
"setting_installer_package_title","Installer Package","fr",""
"backup_settings_title","Backup Settings","fr",""
"backup_output_path","Output Path","fr",""
"backup_filename_template","Filename Template","fr",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","fr",""
"app_name","Universal Installer","hi",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","hi",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","hi",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","hi",""
"obb_notif_running_text","%d%%","hi",""
"apk_info_version_detail","%1$s (%2$d)","hi",""
"uninstall_current_sort_summary","%1$s %2$s","hi",""
"setting_shizuku_installer_preset_play","Google Play Store","hi",""
"setting_shizuku_installer_preset_aurora","Aurora Store","hi",""
"setting_shizuku_installer_preset_fdroid","F-Droid","hi",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","hi",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","hi",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","hi",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","hi",""
"setting_about_app_name","Universal Installer","hi",""
"setting_github_title","GitHub","hi",""
"setting_telegram_title","Telegram","hi",""
"setting_website_subtitle","universal-installer.pwhs.app","hi",""
"setting_rate_title","Rate App","hi",""
"about_creator_subtitle","Pass With High Score","hi",""
"about_license_subtitle","GNU GPL v3","hi",""
"about_btn_ok","OK","hi",""
"installer_mode_shizuku","Shizuku","hi",""
"installer_mode_root","Root","hi",""
"tv_sync_screen_title","Send to TV","hi",""
"tv_sync_hero_title","Send an app to your TV","hi",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","hi",""
"tv_sync_btn_scan","Scan TV QR","hi",""
"tv_sync_prompt_scan","Scan the QR on your TV","hi",""
"tv_sync_status_connected","Connected to %1$s","hi",""
"tv_sync_btn_choose_apk","Choose APK to send","hi",""
"tv_sync_btn_rescan","Scan a different TV","hi",""
"tv_sync_status_sending","Sending…","hi",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","hi",""
"tv_sync_status_failed","Failed: %1$s","hi",""
"sync_storage_permission_title","Storage Permission Required","hi",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","hi",""
"sync_open_settings","Open Settings","hi",""
"sync_qr_code_title","Scan QR Code","hi",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","hi",""
"sync_close","Close","hi",""
"sync_server_offline","Server Offline","hi",""
"sync_server_starting","Starting…","hi",""
"sync_server_online","Server Online","hi",""
"sync_server_error","Error","hi",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","hi",""
"sync_server_mode","Server Mode","hi",""
"sync_server_running","Running","hi",""
"sync_server_tap_to_start","Tap to start","hi",""
"sync_server_settings","Server Settings","hi",""
"sync_port","Port","hi",""
"sync_require_pin","Require PIN","hi",""
"sync_require_pin_subtitle","Guard transfers with a password","hi",""
"sync_pin_code","PIN Code","hi",""
"sync_active_downloads","Active Downloads","hi",""
"sync_active_downloads_count","%d downloading","hi",""
"sync_no_active_downloads","No active downloads","hi",""
"sync_server_url","Server URL","hi",""
"sync_active_transfer","Active Transfer","hi",""
"sync_active_transfers_count","Active Transfers (%d)","hi",""
"sync_add_files_to_share","Add Files to Share","hi",""
"sync_shared_files_count","Shared Files (%1$d)","hi",""
"sync_empty_state_message","Turn on the server to start sharing files","hi",""
"sync_delete_cd","Delete","hi",""
"sync_percentage","%1$d%%","hi",""
"sync_transfer_progress","%1$s / %2$s","hi",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","hi",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","hi",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","hi",""
"sync_toast_failed","Failed to copy files","hi",""
"file_size_gb","%1$.1f GB","hi",""
"file_size_mb","%1$.1f MB","hi",""
"file_size_kb","%1$.0f KB","hi",""
"file_size_b","%1$d B","hi",""
"setting_retry_root","Retry Root Probe","hi",""
"setting_section_interface","Interface","hi",""
"setting_section_security","Security","hi",""
"setting_lock_install_title","Lock Installations","hi",""
"setting_lock_install_subtitle","Require biometric to confirm install","hi",""
"setting_lock_uninstall_title","Lock Uninstalls","hi",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","hi",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","hi",""
"setting_section_sync_short","Sync","hi",""
"setting_sync_control_panel","Sync Control Panel","hi",""
"setting_section_advanced","Advanced","hi",""
"setting_vt_api_key_title","VirusTotal API Key","hi",""
"setting_vt_api_key_placeholder","Paste API key here…","hi",""
"setting_diagnostics_title","Diagnostics","hi",""
"setting_installer_package_title","Installer Package","hi",""
"backup_settings_title","Backup Settings","hi",""
"backup_output_path","Output Path","hi",""
"backup_filename_template","Filename Template","hi",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","hi",""
"app_name","Universal Installer","in",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","in",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","in",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","in",""
"obb_notif_running_text","%d%%","in",""
"apk_info_version_detail","%1$s (%2$d)","in",""
"uninstall_current_sort_summary","%1$s %2$s","in",""
"setting_shizuku_installer_preset_play","Google Play Store","in",""
"setting_shizuku_installer_preset_aurora","Aurora Store","in",""
"setting_shizuku_installer_preset_fdroid","F-Droid","in",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","in",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","in",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","in",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","in",""
"setting_about_app_name","Universal Installer","in",""
"setting_github_title","GitHub","in",""
"setting_telegram_title","Telegram","in",""
"setting_website_subtitle","universal-installer.pwhs.app","in",""
"setting_rate_title","Rate App","in",""
"about_creator_subtitle","Pass With High Score","in",""
"about_license_subtitle","GNU GPL v3","in",""
"about_btn_ok","OK","in",""
"installer_mode_shizuku","Shizuku","in",""
"installer_mode_root","Root","in",""
"tv_sync_screen_title","Send to TV","in",""
"tv_sync_hero_title","Send an app to your TV","in",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","in",""
"tv_sync_btn_scan","Scan TV QR","in",""
"tv_sync_prompt_scan","Scan the QR on your TV","in",""
"tv_sync_status_connected","Connected to %1$s","in",""
"tv_sync_btn_choose_apk","Choose APK to send","in",""
"tv_sync_btn_rescan","Scan a different TV","in",""
"tv_sync_status_sending","Sending…","in",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","in",""
"tv_sync_status_failed","Failed: %1$s","in",""
"sync_storage_permission_title","Storage Permission Required","in",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","in",""
"sync_open_settings","Open Settings","in",""
"sync_qr_code_title","Scan QR Code","in",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","in",""
"sync_close","Close","in",""
"sync_server_offline","Server Offline","in",""
