Key,Base,Language,Translation
"tv_sync_btn_rescan","Scan a different TV","ru","Сканировать другой ТВ"
"tv_sync_status_sending","Sending…","ru","Отправка…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","ru","Отправлено ✓ — подтвердите установку на вашем ТВ"
"tv_sync_status_failed","Failed: %1$s","ru","Ошибка: %1$s"
"sync_storage_permission_title","Storage Permission Required","ru","Требуется разрешение к памяти"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","ru","Серверу синхронизации нужен полный доступ к хранилищу для обмена и управления APK-файлами. Пожалуйста, предоставьте ""Доступ ко всем файлам"" в Настройках."
"sync_open_settings","Open Settings","ru","Открыть настройки"
"sync_qr_code_title","Scan QR Code","ru","Сканировать QR-код"
"sync_qr_code_message","Open your camera and scan this code to access the server.","ru","Откройте камеру и отсканируйте этот код для доступа к серверу."
"sync_close","Close","ru","Закрыть"
"sync_server_offline","Server Offline","ru","Сервер выключен"
"sync_server_starting","Starting…","ru","Запуск…"
"sync_server_online","Server Online","ru","Сервер онлайн"
"sync_server_error","Error","ru","Ошибка"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","ru","Делитесь файлами APK с другими устройствами в этой же Wi-Fi сети."
"sync_server_mode","Server Mode","ru","Режим сервера"
"sync_server_running","Running","ru","Запущен"
"sync_server_tap_to_start","Tap to start","ru","Нажмите для запуска"
"sync_server_settings","Server Settings","ru","Настройки сервера"
"sync_port","Port","ru","Порт"
"sync_require_pin","Require PIN","ru","Требовать PIN"
"sync_require_pin_subtitle","Guard transfers with a password","ru","Защитите передачу паролем"
"sync_pin_code","PIN Code","ru","PIN-код"
"sync_active_downloads","Active Downloads","ru","Активные загрузки"
"sync_active_downloads_count","%d downloading","ru","Загружается %d"
"sync_no_active_downloads","No active downloads","ru","Нет активных загрузок"
"sync_server_url","Server URL","ru","URL сервера"
"sync_active_transfer","Active Transfer","ru","Активная передача"
"sync_active_transfers_count","Active Transfers (%d)","ru","Активные передачи (%d)"
"sync_add_files_to_share","Add Files to Share","ru","Добавить файлы для обмена"
"sync_shared_files_count","Shared Files (%1$d)","ru","Общие файлы (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","ru","Включите сервер, чтобы начать делиться файлами"
"sync_delete_cd","Delete","ru","Удалить"
"sync_percentage","%1$d%%","ru","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","ru","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","ru","Добавлено %1$d файлов, пропущено %2$d неподдерживаемых"
"sync_toast_added","Added %1$d file(s) to Sync Folder","ru","Добавлено %1$d файлов в папку синхронизации"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","ru","Не выбрано поддерживаемых файлов (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","ru","Не удалось скопировать файлы"
"file_size_gb","%1$.1f GB","ru","%1$.1f ГБ"
"file_size_mb","%1$.1f MB","ru","%1$.1f МБ"
"file_size_kb","%1$.0f KB","ru","%1$.0f КБ"
"file_size_b","%1$d B","ru","%1$d Б"
"setting_retry_root","Retry Root Probe","ru","Повторить проверку Root"
"setting_section_interface","Interface","ru","Интерфейс"
"setting_section_security","Security","ru","Безопасность"
"setting_lock_install_title","Lock Installations","ru","Блокировка установок"
"setting_lock_install_subtitle","Require biometric to confirm install","ru","Требовать биометрию для подтверждения установки"
"setting_lock_uninstall_title","Lock Uninstalls","ru","Блокировка удалений"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","ru","Требовать биометрию для подтверждения удаления"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","ru","На этом устройстве не настроена биометрия или блокировка экрана."
"setting_section_sync_short","Sync","ru","Синхронизация"
"setting_sync_control_panel","Sync Control Panel","ru","Панель синхронизации"
"setting_section_advanced","Advanced","ru","Дополнительно"
"setting_vt_api_key_title","VirusTotal API Key","ru","API-ключ VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","ru","Вставьте API-ключ сюда…"
"setting_diagnostics_title","Diagnostics","ru","Диагностика"
"setting_installer_package_title","Installer Package","ru","Пакет установщика"
"backup_settings_title","Backup Settings","ru","Настройки резервного копирования"
"backup_output_path","Output Path","ru","Путь сохранения"
"backup_filename_template","Filename Template","ru","Шаблон имени файла"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","ru","Теги: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","tr","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","tr","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","tr",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","tr","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","tr","%d%%"
"apk_info_version_detail","%1$s (%2$d)","tr","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","tr","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","tr","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","tr","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","tr","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","tr","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","tr","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","tr","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","tr","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","tr","Universal Installer"
