Key,Base,Language,Translation
"setting_lock_uninstall_title","Lock Uninstalls","tr",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","tr",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","tr",""
"setting_section_sync_short","Sync","tr",""
"setting_sync_control_panel","Sync Control Panel","tr",""
"setting_section_advanced","Advanced","tr",""
"setting_vt_api_key_title","VirusTotal API Key","tr",""
"setting_vt_api_key_placeholder","Paste API key here…","tr",""
"setting_diagnostics_title","Diagnostics","tr",""
"setting_installer_package_title","Installer Package","tr",""
"backup_settings_title","Backup Settings","tr",""
"backup_output_path","Output Path","tr",""
"backup_filename_template","Filename Template","tr",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","tr",""
"app_name","Universal Installer","uk",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","uk",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","uk",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","uk",""
"obb_notif_running_text","%d%%","uk",""
"apk_info_version_detail","%1$s (%2$d)","uk",""
"uninstall_current_sort_summary","%1$s %2$s","uk",""
"setting_shizuku_installer_preset_play","Google Play Store","uk",""
"setting_shizuku_installer_preset_aurora","Aurora Store","uk",""
"setting_shizuku_installer_preset_fdroid","F-Droid","uk",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","uk",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","uk",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","uk",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","uk",""
"setting_about_app_name","Universal Installer","uk",""
"setting_github_title","GitHub","uk",""
"setting_telegram_title","Telegram","uk",""
"setting_website_subtitle","universal-installer.pwhs.app","uk",""
"setting_rate_title","Rate App","uk",""
"about_creator_subtitle","Pass With High Score","uk",""
"about_license_subtitle","GNU GPL v3","uk",""
"about_btn_ok","OK","uk",""
"installer_mode_shizuku","Shizuku","uk",""
"installer_mode_root","Root","uk",""
"tv_sync_screen_title","Send to TV","uk",""
"tv_sync_hero_title","Send an app to your TV","uk",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","uk",""
"tv_sync_btn_scan","Scan TV QR","uk",""
"tv_sync_prompt_scan","Scan the QR on your TV","uk",""
"tv_sync_status_connected","Connected to %1$s","uk",""
"tv_sync_btn_choose_apk","Choose APK to send","uk",""
"tv_sync_btn_rescan","Scan a different TV","uk",""
"tv_sync_status_sending","Sending…","uk",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","uk",""
"tv_sync_status_failed","Failed: %1$s","uk",""
"sync_storage_permission_title","Storage Permission Required","uk",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","uk",""
"sync_open_settings","Open Settings","uk",""
"sync_qr_code_title","Scan QR Code","uk",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","uk",""
"sync_close","Close","uk",""
"sync_server_offline","Server Offline","uk",""
"sync_server_starting","Starting…","uk",""
"sync_server_online","Server Online","uk",""
"sync_server_error","Error","uk",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","uk",""
"sync_server_mode","Server Mode","uk",""
"sync_server_running","Running","uk",""
"sync_server_tap_to_start","Tap to start","uk",""
"sync_server_settings","Server Settings","uk",""
"sync_port","Port","uk",""
"sync_require_pin","Require PIN","uk",""
"sync_require_pin_subtitle","Guard transfers with a password","uk",""
"sync_pin_code","PIN Code","uk",""
"sync_active_downloads","Active Downloads","uk",""
"sync_active_downloads_count","%d downloading","uk",""
"sync_no_active_downloads","No active downloads","uk",""
"sync_server_url","Server URL","uk",""
"sync_active_transfer","Active Transfer","uk",""
"sync_active_transfers_count","Active Transfers (%d)","uk",""
"sync_add_files_to_share","Add Files to Share","uk",""
"sync_shared_files_count","Shared Files (%1$d)","uk",""
"sync_empty_state_message","Turn on the server to start sharing files","uk",""
"sync_delete_cd","Delete","uk",""
"sync_percentage","%1$d%%","uk",""
"sync_transfer_progress","%1$s / %2$s","uk",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","uk",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","uk",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","uk",""
"sync_toast_failed","Failed to copy files","uk",""
"file_size_gb","%1$.1f GB","uk",""
"file_size_mb","%1$.1f MB","uk",""
"file_size_kb","%1$.0f KB","uk",""
"file_size_b","%1$d B","uk",""
"setting_retry_root","Retry Root Probe","uk",""
"setting_section_interface","Interface","uk",""
"setting_section_security","Security","uk",""
"setting_lock_install_title","Lock Installations","uk",""
"setting_lock_install_subtitle","Require biometric to confirm install","uk",""
"setting_lock_uninstall_title","Lock Uninstalls","uk",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","uk",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","uk",""
"setting_section_sync_short","Sync","uk",""
"setting_sync_control_panel","Sync Control Panel","uk",""
"setting_section_advanced","Advanced","uk",""
"setting_vt_api_key_title","VirusTotal API Key","uk",""
"setting_vt_api_key_placeholder","Paste API key here…","uk",""
"setting_diagnostics_title","Diagnostics","uk",""
"setting_installer_package_title","Installer Package","uk",""
"backup_settings_title","Backup Settings","uk",""
"backup_output_path","Output Path","uk",""
"backup_filename_template","Filename Template","uk",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","uk",""
"app_name","Universal Installer","vi",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","vi",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","vi",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","vi",""
"obb_notif_running_text","%d%%","vi",""
"apk_info_version_detail","%1$s (%2$d)","vi",""
"uninstall_current_sort_summary","%1$s %2$s","vi",""
"setting_shizuku_installer_preset_play","Google Play Store","vi",""
"setting_shizuku_installer_preset_aurora","Aurora Store","vi",""
"setting_shizuku_installer_preset_fdroid","F-Droid","vi",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","vi",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","vi",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","vi",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","vi",""
"setting_about_app_name","Universal Installer","vi",""
"setting_github_title","GitHub","vi",""
"setting_telegram_title","Telegram","vi",""
"setting_website_subtitle","universal-installer.pwhs.app","vi",""
"setting_rate_title","Rate App","vi",""
"about_creator_subtitle","Pass With High Score","vi",""
"about_license_subtitle","GNU GPL v3","vi",""
"about_btn_ok","OK","vi",""
"installer_mode_shizuku","Shizuku","vi",""
"installer_mode_root","Root","vi",""
"tv_sync_screen_title","Send to TV","vi",""
"tv_sync_hero_title","Send an app to your TV","vi",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","vi",""
"tv_sync_btn_scan","Scan TV QR","vi",""
"tv_sync_prompt_scan","Scan the QR on your TV","vi",""
