Key,Base,Language,Translation
"setting_website_subtitle","universal-installer.pwhs.app","zh","universal-installer.pwhs.app"
"setting_rate_title","Rate App","zh","评价应用"
"about_creator_subtitle","Pass With High Score","zh","Pass With High Score"
"about_license_subtitle","GNU GPL v3","zh","GNU GPL v3"
"about_btn_ok","OK","zh","确定"
"installer_mode_shizuku","Shizuku","zh","Shizuku"
"installer_mode_root","Root","zh","Root"
"tv_sync_screen_title","Send to TV","zh","发送到电视"
"tv_sync_hero_title","Send an app to your TV","zh","发送应用到电视"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","zh","在电视上，打开通用安装器 → 安装，然后扫描那里显示的二维码。"
"tv_sync_btn_scan","Scan TV QR","zh","扫描电视二维码"
"tv_sync_prompt_scan","Scan the QR on your TV","zh","扫描电视上的二维码"
"tv_sync_status_connected","Connected to %1$s","zh","已连接到 %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","zh","选择要发送的 APK"
"tv_sync_btn_rescan","Scan a different TV","zh","扫描其他电视"
"tv_sync_status_sending","Sending…","zh","发送中…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","zh","已发送 ✓ — 请在电视上确认安装"
"tv_sync_status_failed","Failed: %1$s","zh","失败：%1$s"
"sync_storage_permission_title","Storage Permission Required","zh","需要存储权限"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","zh","同步服务器需要完全访问存储权限才能共享和管理 APK 文件。请在设置中授予“所有文件访问权限”。"
"sync_open_settings","Open Settings","zh","打开设置"
"sync_qr_code_title","Scan QR Code","zh","扫描二维码"
"sync_qr_code_message","Open your camera and scan this code to access the server.","zh","打开您的相机并扫描此代码以访问服务器。"
"sync_close","Close","zh","关闭"
"sync_server_offline","Server Offline","zh","服务器离线"
"sync_server_starting","Starting…","zh","正在启动…"
"sync_server_online","Server Online","zh","服务器在线"
"sync_server_error","Error","zh","错误"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","zh","将 APK 文件共享到同一 Wi-Fi 网络上的其他设备。"
"sync_server_mode","Server Mode","zh","服务器模式"
"sync_server_running","Running","zh","运行中"
"sync_server_tap_to_start","Tap to start","zh","点击开始"
"sync_server_settings","Server Settings","zh","服务器设置"
"sync_port","Port","zh","端口"
"sync_require_pin","Require PIN","zh","需要 PIN 码"
"sync_require_pin_subtitle","Guard transfers with a password","zh","使用密码保护传输"
"sync_pin_code","PIN Code","zh","PIN 码"
"sync_active_downloads","Active Downloads","zh","活动的下载"
"sync_active_downloads_count","%d downloading","zh","%d 个正在下载"
"sync_no_active_downloads","No active downloads","zh","没有活动的下载"
"sync_server_url","Server URL","zh","服务器 URL"
"sync_active_transfer","Active Transfer","zh","活动的传输"
"sync_active_transfers_count","Active Transfers (%d)","zh","活动的传输 (%d)"
"sync_add_files_to_share","Add Files to Share","zh","添加要分享的文件"
"sync_shared_files_count","Shared Files (%1$d)","zh","已分享的文件 (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","zh","打开服务器以开始分享文件"
"sync_delete_cd","Delete","zh","删除"
"sync_percentage","%1$d%%","zh","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","zh","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","zh","添加了 %1$d 个文件，跳过了 %2$d 个不受支持的文件"
"sync_toast_added","Added %1$d file(s) to Sync Folder","zh","已将 %1$d 个文件添加到同步文件夹"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","zh","未选择受支持的包文件 (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","zh","复制文件失败"
"file_size_gb","%1$.1f GB","zh","%1$.1f GB"
"file_size_mb","%1$.1f MB","zh","%1$.1f MB"
"file_size_kb","%1$.0f KB","zh","%1$.0f KB"
"file_size_b","%1$d B","zh","%1$d B"
"setting_retry_root","Retry Root Probe","zh","重试 Root 检测"
"setting_section_interface","Interface","zh","界面"
"setting_section_security","Security","zh","安全"
"setting_lock_install_title","Lock Installations","zh","锁定安装"
"setting_lock_install_subtitle","Require biometric to confirm install","zh","需要生物识别来确认安装"
"setting_lock_uninstall_title","Lock Uninstalls","zh","锁定卸载"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","zh","需要生物识别来确认卸载"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","zh","此设备上未设置生物识别或设备锁定。"
"setting_section_sync_short","Sync","zh","同步"
"setting_sync_control_panel","Sync Control Panel","zh","同步控制面板"
"setting_section_advanced","Advanced","zh","高级"
"setting_vt_api_key_title","VirusTotal API Key","zh","VirusTotal API 密钥"
"setting_vt_api_key_placeholder","Paste API key here…","zh","在此处粘贴 API 密钥…"
"setting_diagnostics_title","Diagnostics","zh","诊断"
"setting_installer_package_title","Installer Package","zh","安装程序包"
"backup_settings_title","Backup Settings","zh","备份设置"
"backup_output_path","Output Path","zh","输出路径"
"backup_filename_template","Filename Template","zh","文件名模板"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","zh","标签：{name}, {pkg}, {version}, {code}"
