Key,Base,Language,Translation
"sync_storage_permission_title","Storage Permission Required","de",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","de",""
"sync_open_settings","Open Settings","de",""
"sync_qr_code_title","Scan QR Code","de",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","de",""
"sync_close","Close","de",""
"sync_server_offline","Server Offline","de",""
"sync_server_starting","Starting…","de",""
"sync_server_online","Server Online","de",""
"sync_server_error","Error","de",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","de",""
"sync_server_mode","Server Mode","de",""
"sync_server_running","Running","de",""
"sync_server_tap_to_start","Tap to start","de",""
"sync_server_settings","Server Settings","de",""
"sync_port","Port","de",""
"sync_require_pin","Require PIN","de",""
"sync_require_pin_subtitle","Guard transfers with a password","de",""
"sync_pin_code","PIN Code","de",""
"sync_active_downloads","Active Downloads","de",""
"sync_active_downloads_count","%d downloading","de",""
"sync_no_active_downloads","No active downloads","de",""
"sync_server_url","Server URL","de",""
"sync_active_transfer","Active Transfer","de",""
"sync_active_transfers_count","Active Transfers (%d)","de",""
"sync_add_files_to_share","Add Files to Share","de",""
"sync_shared_files_count","Shared Files (%1$d)","de",""
"sync_empty_state_message","Turn on the server to start sharing files","de",""
"sync_delete_cd","Delete","de",""
"sync_percentage","%1$d%%","de",""
"sync_transfer_progress","%1$s / %2$s","de",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","de",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","de",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","de",""
"sync_toast_failed","Failed to copy files","de",""
"file_size_gb","%1$.1f GB","de",""
"file_size_mb","%1$.1f MB","de",""
"file_size_kb","%1$.0f KB","de",""
"file_size_b","%1$d B","de",""
"setting_retry_root","Retry Root Probe","de",""
"setting_section_interface","Interface","de",""
"setting_section_security","Security","de",""
"setting_lock_install_title","Lock Installations","de",""
"setting_lock_install_subtitle","Require biometric to confirm install","de",""
"setting_lock_uninstall_title","Lock Uninstalls","de",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","de",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","de",""
"setting_section_sync_short","Sync","de",""
"setting_sync_control_panel","Sync Control Panel","de",""
"setting_section_advanced","Advanced","de",""
"setting_vt_api_key_title","VirusTotal API Key","de",""
"setting_vt_api_key_placeholder","Paste API key here…","de",""
"setting_diagnostics_title","Diagnostics","de",""
"setting_installer_package_title","Installer Package","de",""
"backup_settings_title","Backup Settings","de",""
"backup_output_path","Output Path","de",""
"backup_filename_template","Filename Template","de",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","de",""
"app_name","Universal Installer","el",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","el",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","el",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","el",""
"obb_notif_running_text","%d%%","el",""
"apk_info_version_detail","%1$s (%2$d)","el",""
"uninstall_current_sort_summary","%1$s %2$s","el",""
"setting_shizuku_installer_preset_play","Google Play Store","el",""
"setting_shizuku_installer_preset_aurora","Aurora Store","el",""
"setting_shizuku_installer_preset_fdroid","F-Droid","el",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","el",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","el",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","el",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","el",""
