Key,Base,Language,Translation
"download_notif_running_text","%1$s / %2$s · %3$d%%","es",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","es",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","es",""
"obb_notif_running_text","%d%%","es",""
"apk_info_version_detail","%1$s (%2$d)","es",""
"uninstall_current_sort_summary","%1$s %2$s","es",""
"setting_shizuku_installer_preset_play","Google Play Store","es",""
"setting_shizuku_installer_preset_aurora","Aurora Store","es",""
"setting_shizuku_installer_preset_fdroid","F-Droid","es",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","es",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","es",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","es",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","es",""
"setting_about_app_name","Universal Installer","es",""
"setting_github_title","GitHub","es",""
"setting_telegram_title","Telegram","es",""
"setting_website_subtitle","universal-installer.pwhs.app","es",""
"setting_rate_title","Rate App","es",""
"about_creator_subtitle","Pass With High Score","es",""
"about_license_subtitle","GNU GPL v3","es",""
"about_btn_ok","OK","es",""
"installer_mode_shizuku","Shizuku","es",""
"installer_mode_root","Root","es",""
"tv_sync_screen_title","Send to TV","es",""
"tv_sync_hero_title","Send an app to your TV","es",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","es",""
"tv_sync_btn_scan","Scan TV QR","es",""
"tv_sync_prompt_scan","Scan the QR on your TV","es",""
"tv_sync_status_connected","Connected to %1$s","es",""
"tv_sync_btn_choose_apk","Choose APK to send","es",""
"tv_sync_btn_rescan","Scan a different TV","es",""
"tv_sync_status_sending","Sending…","es",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","es",""
"tv_sync_status_failed","Failed: %1$s","es",""
"sync_storage_permission_title","Storage Permission Required","es",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","es",""
"sync_open_settings","Open Settings","es",""
"sync_qr_code_title","Scan QR Code","es",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","es",""
"sync_close","Close","es",""
"sync_server_offline","Server Offline","es",""
"sync_server_starting","Starting…","es",""
"sync_server_online","Server Online","es",""
"sync_server_error","Error","es",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","es",""
"sync_server_mode","Server Mode","es",""
"sync_server_running","Running","es",""
"sync_server_tap_to_start","Tap to start","es",""
"sync_server_settings","Server Settings","es",""
"sync_port","Port","es",""
"sync_require_pin","Require PIN","es",""
"sync_require_pin_subtitle","Guard transfers with a password","es",""
"sync_pin_code","PIN Code","es",""
"sync_active_downloads","Active Downloads","es",""
"sync_active_downloads_count","%d downloading","es",""
"sync_no_active_downloads","No active downloads","es",""
"sync_server_url","Server URL","es",""
"sync_active_transfer","Active Transfer","es",""
"sync_active_transfers_count","Active Transfers (%d)","es",""
"sync_add_files_to_share","Add Files to Share","es",""
"sync_shared_files_count","Shared Files (%1$d)","es",""
"sync_empty_state_message","Turn on the server to start sharing files","es",""
"sync_delete_cd","Delete","es",""
"sync_percentage","%1$d%%","es",""
"sync_transfer_progress","%1$s / %2$s","es",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","es",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","es",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","es",""
"sync_toast_failed","Failed to copy files","es",""
"file_size_gb","%1$.1f GB","es",""
"file_size_mb","%1$.1f MB","es",""
"file_size_kb","%1$.0f KB","es",""
"file_size_b","%1$d B","es",""
"setting_retry_root","Retry Root Probe","es",""
"setting_section_interface","Interface","es",""
"setting_section_security","Security","es",""
"setting_lock_install_title","Lock Installations","es",""
"setting_lock_install_subtitle","Require biometric to confirm install","es",""
"setting_lock_uninstall_title","Lock Uninstalls","es",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","es",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","es",""
"setting_section_sync_short","Sync","es",""
"setting_sync_control_panel","Sync Control Panel","es",""
"setting_section_advanced","Advanced","es",""
"setting_vt_api_key_title","VirusTotal API Key","es",""
"setting_vt_api_key_placeholder","Paste API key here…","es",""
"setting_diagnostics_title","Diagnostics","es",""
"setting_installer_package_title","Installer Package","es",""
"backup_settings_title","Backup Settings","es",""
"backup_output_path","Output Path","es",""
"backup_filename_template","Filename Template","es",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","es",""
"app_name","Universal Installer","fr",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","fr",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","fr",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","fr",""
"obb_notif_running_text","%d%%","fr",""
"apk_info_version_detail","%1$s (%2$d)","fr",""
"uninstall_current_sort_summary","%1$s %2$s","fr",""
"setting_shizuku_installer_preset_play","Google Play Store","fr",""
"setting_shizuku_installer_preset_aurora","Aurora Store","fr",""
"setting_shizuku_installer_preset_fdroid","F-Droid","fr",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","fr",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","fr",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","fr",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","fr",""
"setting_about_app_name","Universal Installer","fr",""
"setting_github_title","GitHub","fr",""
"setting_telegram_title","Telegram","fr",""
"setting_website_subtitle","universal-installer.pwhs.app","fr",""
"setting_rate_title","Rate App","fr",""
"about_creator_subtitle","Pass With High Score","fr",""
"about_license_subtitle","GNU GPL v3","fr",""
"about_btn_ok","OK","fr",""
"installer_mode_shizuku","Shizuku","fr",""
"installer_mode_root","Root","fr",""
"tv_sync_screen_title","Send to TV","fr",""
"tv_sync_hero_title","Send an app to your TV","fr",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","fr",""
"tv_sync_btn_scan","Scan TV QR","fr",""
