Key,Base,Language,Translation
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","it","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","it","Universal Installer"
"setting_github_title","GitHub","it","GitHub"
"setting_telegram_title","Telegram","it","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","it","universal-installer.pwhs.app"
"setting_rate_title","Rate App","it","Valuta l'app"
"about_creator_subtitle","Pass With High Score","it","Pass With High Score"
"about_license_subtitle","GNU GPL v3","it","GNU GPL v3"
"about_btn_ok","OK","it","OK"
"installer_mode_shizuku","Shizuku","it","Shizuku"
"installer_mode_root","Root","it","Root"
"tv_sync_screen_title","Send to TV","it","Invia alla TV"
"tv_sync_hero_title","Send an app to your TV","it","Invia un'app alla tua TV"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","it","Sulla TV, apri Universal Installer → Installa, quindi scansiona il QR mostrato lì."
"tv_sync_btn_scan","Scan TV QR","it","Scansiona QR TV"
"tv_sync_prompt_scan","Scan il QR sulla tua TV","it","Scansiona il QR sulla tua TV"
"tv_sync_status_connected","Connected to %1$s","it","Connesso a %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","it","Scegli APK da inviare"
"tv_sync_btn_rescan","Scan a different TV","it","Scansiona un'altra TV"
"tv_sync_status_sending","Sending…","it","Invio…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","it","Inviato ✓ — conferma l'installazione sulla tua TV"
"tv_sync_status_failed","Failed: %1$s","it","Non riuscito: %1$s"
"sync_storage_permission_title","Storage Permission Required","it","Autorizzazione di archiviazione richiesta"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","it","Il server di sincronizzazione necessita dell'accesso completo all'archiviazione per condividere e gestire i file APK. Concedi ""Accesso a tutti i file"" nelle Impostazioni."
"sync_open_settings","Open Settings","it","Apri Impostazioni"
"sync_qr_code_title","Scan QR Code","it","Scansiona codice QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","it","Apri la fotocamera e scansiona questo codice per accedere al server."
"sync_close","Close","it","Chiudi"
"sync_server_offline","Server Offline","it","Server offline"
"sync_server_starting","Starting…","it","Avvio…"
"sync_server_online","Server Online","it","Server online"
"sync_server_error","Error","it","Errore"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","it","Condividi file APK su altri dispositivi sulla stessa rete Wi-Fi."
"sync_server_mode","Server Mode","it","Modalità server"
"sync_server_running","Running","it","In esecuzione"
"sync_server_tap_to_start","Tap to start","it","Tocca per iniziare"
"sync_server_settings","Server Settings","it","Impostazioni server"
"sync_port","Port","it","Porta"
"sync_require_pin","Require PIN","it","Richiedi PIN"
"sync_require_pin_subtitle","Guard transfers with a password","it","Proteggi i trasferimenti con una password"
"sync_pin_code","PIN Code","it","Codice PIN"
"sync_active_downloads","Active Downloads","it","Download attivi"
"sync_active_downloads_count","%d downloading","it","%d in download"
"sync_no_active_downloads","No active downloads","it","Nessun download attivo"
"sync_server_url","Server URL","it","URL server"
"sync_active_transfer","Active Transfer","it","Trasferimento attivo"
"sync_active_transfers_count","Active Transfers (%d)","it","Trasferimenti attivi (%d)"
"sync_add_files_to_share","Add Files to Share","it","Aggiungi file da condividere"
"sync_shared_files_count","Shared Files (%1$d)","it","File condivisi (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","it","Accendi il server per iniziare a condividere i file"
"sync_delete_cd","Delete","it","Elimina"
"sync_percentage","%1$d%%","it","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","it","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","it","Aggiunti %1$d file, saltati %2$d non supportati"
"sync_toast_added","Added %1$d file(s) to Sync Folder","it","Aggiunti %1$d file alla cartella di sincronizzazione"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","it","Nessun file di pacchetto supportato selezionato (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","it","Impossibile copiare i file"
"file_size_gb","%1$.1f GB","it","%1$.1f GB"
"file_size_mb","%1$.1f MB","it","%1$.1f MB"
"file_size_kb","%1$.0f KB","it","%1$.0f KB"
"file_size_b","%1$d B","it","%1$d B"
"setting_retry_root","Retry Root Probe","it","Riprova Root Probe"
"setting_section_interface","Interface","it","Interfaccia"
"setting_section_security","Security","it","Sicurezza"
"setting_lock_install_title","Lock Installations","it","Blocca installazioni"
"setting_lock_install_subtitle","Require biometric to confirm install","it","Richiedi dati biometrici per confermare l'installazione"
"setting_lock_uninstall_title","Lock Uninstalls","it","Blocca disinstallazioni"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","it","Richiedi dati biometrici per confermare la disinstallazione"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","it","Nessun blocco biometrico o dispositivo configurato su questo dispositivo."
"setting_section_sync_short","Sync","it","Sincronizzazione"
"setting_sync_control_panel","Sync Control Panel","it","Pannello di controllo della sincronizzazione"
"setting_section_advanced","Advanced","it","Avanzate"
"setting_vt_api_key_title","VirusTotal API Key","it","Chiave API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","it","Incolla la chiave API qui…"
"setting_diagnostics_title","Diagnostics","it","Diagnostica"
"setting_installer_package_title","Installer Package","it","Pacchetto di installazione"
"backup_settings_title","Backup Settings","it","Impostazioni di backup"
"backup_output_path","Output Path","it","Percorso di output"
"backup_filename_template","Filename Template","it","Modello nome file"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","it","Tag: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","ja","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","ja","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","ja",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","ja","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","ja","%d%%"
"apk_info_version_detail","%1$s (%2$d)","ja","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","ja","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","ja","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","ja","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","ja","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","ja","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","ja","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","ja","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","ja","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","ja","Universal Installer"
"setting_github_title","GitHub","ja","GitHub"
"setting_telegram_title","Telegram","ja","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","ja","universal-installer.pwhs.app"
"setting_rate_title","Rate App","ja","アプリを評価"
"about_creator_subtitle","Pass With High Score","ja","Pass With High Score"
"about_license_subtitle","GNU GPL v3","ja","GNU GPL v3"
"about_btn_ok","OK","ja","OK"
"installer_mode_shizuku","Shizuku","ja","Shizuku"
"installer_mode_root","Root","ja","Root"
"tv_sync_screen_title","Send to TV","ja","TVに送信"
"tv_sync_hero_title","Send an app to your TV","ja","アプリをTVに送信"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","ja","TVで、Universal Installer → インストール を開き、そこに表示されているQRをスキャンします。"
"tv_sync_btn_scan","Scan TV QR","ja","TVのQRをスキャン"
"tv_sync_prompt_scan","Scan the QR on your TV","ja","TVのQRをスキャンしてください"
"tv_sync_status_connected","Connected to %1$s","ja","%1$s に接続しました"
"tv_sync_btn_choose_apk","Choose APK to send","ja","送信するAPKを選択"
"tv_sync_btn_rescan","Scan a different TV","ja","別のTVをスキャン"
"tv_sync_status_sending","Sending…","ja","送信中…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","ja","送信完了 ✓ — TVでインストールを確認してください"
"tv_sync_status_failed","Failed: %1$s","ja","失敗: %1$s"
"sync_storage_permission_title","Storage Permission Required","ja","ストレージ権限が必要です"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","ja","同期サーバーがAPKファイルを共有および管理するには、ストレージへのフルアクセスが必要です。設定で「すべてのファイルへのアクセス」を許可してください。"
"sync_open_settings","Open Settings","ja","設定を開く"
"sync_qr_code_title","Scan QR Code","ja","QRコードをスキャン"
"sync_qr_code_message","Open your camera and scan this code to access the server.","ja","カメラを開いてこのコードをスキャンし、サーバーにアクセスしてください。"
"sync_close","Close","ja","閉じる"
"sync_server_offline","Server Offline","ja","サーバーオフライン"
"sync_server_starting","Starting…","ja","起動中…"
"sync_server_online","Server Online","ja","サーバーオンライン"
"sync_server_error","Error","ja","エラー"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","ja","同じWi-Fiネットワーク上の他のデバイスにAPKファイルを共有します。"
"sync_server_mode","Server Mode","ja","サーバーモード"
"sync_server_running","Running","ja","実行中"
"sync_server_tap_to_start","Tap to start","ja","タップして開始"
"sync_server_settings","Server Settings","ja","サーバー設定"
"sync_port","Port","ja","ポート"
"sync_require_pin","Require PIN","ja","PINを要求する"
"sync_require_pin_subtitle","Guard transfers with a password","ja","パスワードで転送を保護する"
"sync_pin_code","PIN Code","ja","PINコード"
"sync_active_downloads","Active Downloads","ja","アクティブなダウンロード"
"sync_active_downloads_count","%d downloading","ja","%d 件ダウンロード中"
